Suburb,Rooms,Type,SellerG,Bedrooms,Bathroom,Garage,Landsize,YearBuilt,CouncilArea,Regionname,Price
Yarraville,3,h,Village,3,1,1,448,1940,Maribyrnong,Western Metropolitan,1081000
Yarraville,3,h,Sweeney,3,1,5,558,1940,Maribyrnong,Western Metropolitan,725000
Yarraville,2,h,Jas,2,1,0,128,1920,Maribyrnong,Western Metropolitan,767000
Yarraville,3,h,Village,3,2,2,542,2016,Maribyrnong,Western Metropolitan,1450000
Yarraville,3,h,Village,3,3,2,386,1940,Maribyrnong,Western Metropolitan,1430000
Yarraville,3,h,Village,3,1,2,229,1910,Maribyrnong,Western Metropolitan,1275000
Yarraville,4,h,Jas,4,2,3,455,1890,Maribyrnong,Western Metropolitan,1606000
Yarraville,4,h,Village,3,1,2,664,1960,Maribyrnong,Western Metropolitan,970000
Yarraville,2,h,Hunter,2,1,1,435,1950,Maribyrnong,Western Metropolitan,780000
Yarraville,3,h,Biggin,3,1,1,463,1950,Maribyrnong,Western Metropolitan,670000
Yarraville,3,h,hockingstuart,3,2,0,105,1900,Maribyrnong,Western Metropolitan,908000
Yarraville,3,h,Village,3,2,2,235,1910,Maribyrnong,Western Metropolitan,1380000
Yarraville,3,h,JMRE,3,2,2,456,1970,Maribyrnong,Western Metropolitan,966000
Yarraville,4,h,Jas,4,2,0,261,1910,Maribyrnong,Western Metropolitan,1520000
Yarraville,5,h,hockingstuart,5,2,2,488,1930,Maribyrnong,Western Metropolitan,1287000
Yarraville,3,t,Jas,3,2,1,169,2007,Maribyrnong,Western Metropolitan,800000
Yarraville,3,h,Village,3,1,2,463,1900,Maribyrnong,Western Metropolitan,1460000
Yarraville,3,h,Village,4,1,1,470,1970,Maribyrnong,Western Metropolitan,840000
Yarraville,3,h,Village,2,1,1,208,1970,Maribyrnong,Western Metropolitan,900500
Yarraville,3,h,Village,3,2,2,171,2007,Maribyrnong,Western Metropolitan,940000
Aberfeldie,4,h,Rendina,4,3,2,757,1950,Moonee Valley,Western Metropolitan,1646000
Aberfeldie,2,u,Brad,2,1,1,976,2000,Moonee Valley,Western Metropolitan,470000
Aberfeldie,3,h,McDonald,3,1,1,321,1940,Moonee Valley,Western Metropolitan,760000
Aberfeldie,4,h,Nelson,2,2,2,559,1995,Moonee Valley,Western Metropolitan,1346000
Aberfeldie,3,t,Nelson,3,2,2,217,2005,Moonee Valley,Western Metropolitan,935000
Aberfeldie,4,h,Nelson,4,4,4,670,2010,Moonee Valley,Western Metropolitan,3900000
Aberfeldie,3,u,Nelson,3,2,1,309,2007,Moonee Valley,Western Metropolitan,1160000
Aberfeldie,4,h,Nelson,4,2,2,578,2010,Moonee Valley,Western Metropolitan,1150000
Aberfeldie,1,h,Nelson,3,2,1,676,1965,Moonee Valley,Western Metropolitan,1720000
Aberfeldie,2,h,Nelson,2,1,2,809,1980,Moonee Valley,Western Metropolitan,1705000
Aberfeldie,3,h,Barry,3,1,1,465,1950,Moonee Valley,Western Metropolitan,1190000
Aberfeldie,2,u,Brad,2,1,1,622,1970,Moonee Valley,Western Metropolitan,380000
Aberfeldie,5,h,Nelson,3,3,2,839,1925,Moonee Valley,Western Metropolitan,1740000
Aberfeldie,4,h,Nelson,4,2,2,578,2010,Moonee Valley,Western Metropolitan,1200000
Aberfeldie,3,u,Barry,3,1,1,229,1996,Moonee Valley,Western Metropolitan,726000
Aberfeldie,3,t,Barry,3,3,1,593,2016,Moonee Valley,Western Metropolitan,1300000
Aberfeldie,4,h,Nelson,3,2,2,1076,1960,Moonee Valley,Western Metropolitan,1350000
Bellfield,3,h,Nelson,3,1,2,626,1955,Banyule,Eastern Metropolitan,773000
Bellfield,3,h,Haughton,3,1,4,762,1960,Banyule,Eastern Metropolitan,770000
Bellfield,3,h,Nelson,3,1,2,631,1950,Banyule,Eastern Metropolitan,645000
Bellfield,3,h,McGrath,3,2,1,231,2012,Banyule,Eastern Metropolitan,720000
Bellfield,3,h,Nelson,3,1,2,609,1950,Banyule,Eastern Metropolitan,625000
Brunswick East,3,h,Nelson,3,1,2,456,1950,Moreland,Northern Metropolitan,1310000
Brunswick East,4,h,Harrington,4,2,2,136,1997,Moreland,Northern Metropolitan,856000
Brunswick East,3,t,Nelson,3,1,2,213,1995,Moreland,Northern Metropolitan,940000
Brunswick East,3,h,Nelson,3,1,1,259,1920,Moreland,Northern Metropolitan,1495000
Brunswick East,4,h,Woodards,4,2,2,470,1940,Moreland,Northern Metropolitan,1550000
Brunswick East,4,h,Nelson,4,1,1,233,1890,Moreland,Northern Metropolitan,1815000
Brunswick East,4,h,Nelson,4,2,2,822,1890,Moreland,Northern Metropolitan,1625000
Brunswick East,3,t,Jellis,3,2,1,116,2007,Moreland,Northern Metropolitan,899000
Brunswick East,2,u,Jellis,2,1,1,197,2012,Moreland,Northern Metropolitan,435000
Brunswick East,2,h,Greg,2,1,0,193,1890,Moreland,Northern Metropolitan,1080000
Brunswick East,2,u,Nelson,2,1,2,1188,2012,Moreland,Northern Metropolitan,570000
Brunswick East,3,h,Nelson,3,2,0,185,1998,Moreland,Northern Metropolitan,1170000
Brunswick East,3,h,Woodards,3,3,2,336,2007,Moreland,Northern Metropolitan,1574000
Brunswick East,3,h,Nelson,3,2,0,326,1920,Moreland,Northern Metropolitan,1679000
Brunswick East,3,t,Jellis,3,3,2,87,1998,Moreland,Northern Metropolitan,1050000
Brunswick East,3,h,Nelson,3,1,1,213,1920,Moreland,Northern Metropolitan,825000
Brunswick East,3,h,Nelson,3,1,2,104,2000,Moreland,Northern Metropolitan,998000
Brunswick East,3,h,Jellis,2,1,1,231,1900,Moreland,Northern Metropolitan,910000
Brunswick East,3,h,Nelson,3,1,1,279,1900,Moreland,Northern Metropolitan,1050000
Brunswick East,3,h,Jellis,3,1,2,812,1920,Moreland,Northern Metropolitan,1600000
Brunswick East,3,h,Jellis,3,2,2,190,1940,Moreland,Northern Metropolitan,1325000
Brunswick East,3,h,Jellis,3,1,2,308,1930,Moreland,Northern Metropolitan,1335000
Burnley,2,h,Jellis,2,1,2,225,1910,Yarra,Northern Metropolitan,1231010
Burnley,2,h,Jellis,2,1,1,172,1900,Yarra,Northern Metropolitan,881000
Burnley,2,h,Jellis,2,1,1,149,1900,Yarra,Northern Metropolitan,1202500
Burnley,3,h,Jellis,3,1,0,182,1890,Yarra,Northern Metropolitan,1435000
Carlton,3,h,Woodards,2,2,2,100,1900,Melbourne,Northern Metropolitan,1590000
Carlton,2,h,hockingstuart,2,1,1,117,1890,Melbourne,Northern Metropolitan,720000
Carlton,2,h,Jellis,2,1,0,66,1900,Melbourne,Northern Metropolitan,840000
Carlton,4,h,Ascend,4,2,0,132,1890,Melbourne,Northern Metropolitan,1630100
Carlton,2,h,Jellis,2,1,0,101,1880,Melbourne,Northern Metropolitan,1010000
Carlton,2,h,Nelson,2,1,1,144,1890,Melbourne,Northern Metropolitan,1170000
Carlton,4,h,Woodards,4,1,0,152,1890,Melbourne,Northern Metropolitan,1616000
Carlton,2,h,Woodards,2,1,0,128,1890,Melbourne,Northern Metropolitan,1117000
Essendon West,4,h,Nelson,4,2,2,505,2013,Moonee Valley,Western Metropolitan,1422000
Essendon West,4,h,Nelson,4,2,2,740,1950,Moonee Valley,Western Metropolitan,1345000
Essendon West,3,t,Barry,3,3,2,242,2013,Moonee Valley,Western Metropolitan,800000
Essendon West,3,h,Nelson,3,1,1,556,1940,Moonee Valley,Western Metropolitan,787500
Essendon West,4,t,Harcourts,4,2,1,179,1995,Moonee Valley,Western Metropolitan,652500
Essendon West,5,h,Nelson,5,2,2,616,1950,Moonee Valley,Western Metropolitan,1300000
Essendon West,2,u,Nelson,3,1,2,196,1998,Moonee Valley,Western Metropolitan,520000
Essendon West,7,h,Nelson,5,2,2,614,1970,Moonee Valley,Western Metropolitan,1300000
Essendon West,3,t,Barry,3,2,2,356,2011,Moonee Valley,Western Metropolitan,970000
Essendon West,3,h,Barry,3,2,2,470,1968,Moonee Valley,Western Metropolitan,1110000
Essendon West,3,h,Barry,3,1,1,688,1950,Moonee Valley,Western Metropolitan,1115000
Fawkner,2,u,hockingstuart,2,1,1,97,1970,Moreland,Northern Metropolitan,333000
Fawkner,3,t,Brad,3,2,1,738,2010,Moreland,Northern Metropolitan,455000
Fawkner,2,h,Re,2,1,1,215,1990,Moreland,Northern Metropolitan,378000
Fawkner,3,h,hockingstuart,0,1,1,605,1960,Moreland,Northern Metropolitan,585000
Fawkner,3,h,Ray,3,1,2,650,1950,Moreland,Northern Metropolitan,615000
Fawkner,3,h,Brad,3,1,1,589,1961,Moreland,Northern Metropolitan,650000
Fawkner,3,h,Harcourts,3,1,1,404,1960,Moreland,Northern Metropolitan,526000
Fawkner,3,h,Crane,3,1,1,614,1960,Moreland,Northern Metropolitan,540000
Fawkner,4,h,Brad,4,2,3,254,1990,Moreland,Northern Metropolitan,540000
Fawkner,3,h,Brad,3,1,2,585,1960,Moreland,Northern Metropolitan,625000
Fawkner,3,h,hockingstuart,3,2,4,587,1970,Moreland,Northern Metropolitan,681000
Fawkner,3,h,Brad,3,1,2,720,1950,Moreland,Northern Metropolitan,640000
Fawkner,3,h,Stockdale,3,1,2,622,1970,Moreland,Northern Metropolitan,660000
Fawkner,3,h,hockingstuart,3,2,1,603,1940,Moreland,Northern Metropolitan,783000
Fawkner,4,h,Brad,4,2,2,567,1950,Moreland,Northern Metropolitan,635000
Fawkner,2,h,Ray,2,1,2,640,1970,Moreland,Northern Metropolitan,619000
Fawkner,3,t,Eview,3,1,1,314,1970,Moreland,Northern Metropolitan,460000
Fawkner,1,u,Brad,1,1,1,69,1960,Moreland,Northern Metropolitan,288000
Fawkner,4,h,Stockdale,4,2,3,476,1977,Moreland,Northern Metropolitan,615000
Fawkner,3,h,Stockdale,9,6,2,592,1960,Moreland,Northern Metropolitan,751000
Fawkner,3,h,Ray,3,1,4,528,1965,Moreland,Northern Metropolitan,609000
Fawkner,3,h,Brad,3,1,3,602,1950,Moreland,Northern Metropolitan,650000
Fawkner,4,h,Brad,4,2,1,613,1970,Moreland,Northern Metropolitan,750000
Fawkner,3,h,YPA,3,1,1,609,1960,Moreland,Northern Metropolitan,527000
Fawkner,3,h,hockingstuart,3,1,1,599,1960,Moreland,Northern Metropolitan,515000
Fawkner,3,h,hockingstuart,3,1,1,540,1960,Moreland,Northern Metropolitan,617000
Fawkner,4,u,hockingstuart,4,2,3,209,1960,Moreland,Northern Metropolitan,540000
Fawkner,3,h,hockingstuart,3,2,2,297,2012,Moreland,Northern Metropolitan,631000
Fawkner,3,h,YPA,3,1,4,533,1965,Moreland,Northern Metropolitan,640000
Fawkner,4,h,Stockdale,4,2,2,467,1997,Moreland,Northern Metropolitan,700500
Fawkner,2,h,Stockdale,2,1,2,621,1960,Moreland,Northern Metropolitan,575000
Fawkner,4,h,Stockdale,4,2,2,374,2005,Moreland,Northern Metropolitan,562000
Fawkner,3,h,Stockdale,3,1,2,604,1970,Moreland,Northern Metropolitan,620000
Fawkner,3,h,hockingstuart,3,1,1,592,1960,Moreland,Northern Metropolitan,652500
Fawkner,4,h,Stockdale,4,2,2,607,2015,Moreland,Northern Metropolitan,1010000
Fawkner,3,t,Ray,3,1,1,208,2011,Moreland,Northern Metropolitan,492000
Fawkner,3,u,Ray,3,2,1,195,2000,Moreland,Northern Metropolitan,422500
Hawthorn East,3,t,Marshall,3,2,2,166,1980,Boroondara,Southern Metropolitan,1220000
Hawthorn East,3,h,Jellis,3,2,2,431,1950,Boroondara,Southern Metropolitan,1865000
Hawthorn East,5,h,Marshall,5,3,2,431,1920,Boroondara,Southern Metropolitan,1700000
Hawthorn East,3,h,hockingstuart,3,2,2,466,1915,Boroondara,Southern Metropolitan,1450000
Hawthorn East,3,t,Jellis,3,2,2,94,2005,Boroondara,Southern Metropolitan,1110000
Hawthorn East,4,t,Jellis,4,2,2,154,1998,Boroondara,Southern Metropolitan,1425000
Hawthorn East,4,h,Kay,3,2,2,640,1907,Boroondara,Southern Metropolitan,3100000
Hawthorn East,3,h,Jellis,3,2,1,646,1980,Boroondara,Southern Metropolitan,1700000
Hawthorn East,2,h,Jellis,2,1,2,390,1935,Boroondara,Southern Metropolitan,1585000
Hawthorn East,3,u,Noel,3,2,1,144,1975,Boroondara,Southern Metropolitan,935000
Hawthorn East,4,h,Jellis,4,1,2,764,1940,Boroondara,Southern Metropolitan,2800000
Hawthorn East,5,h,RT,5,2,2,452,1902,Boroondara,Southern Metropolitan,2250000
Hawthorn East,4,h,Marshall,4,2,2,457,1900,Boroondara,Southern Metropolitan,2381000
Hawthorn East,4,t,Jellis,4,3,2,324,2002,Boroondara,Southern Metropolitan,1738000
Hawthorn East,3,h,Marshall,3,1,2,362,1910,Boroondara,Southern Metropolitan,1420000
Hawthorn East,3,h,Marshall,3,1,2,664,1930,Boroondara,Southern Metropolitan,2100000
Hawthorn East,2,h,Fletchers,2,1,0,229,1900,Boroondara,Southern Metropolitan,1335000
Hawthorn East,3,h,Jellis,3,2,2,431,1950,Boroondara,Southern Metropolitan,1825000
Hawthorn East,5,h,Jellis,5,3,4,1011,1905,Boroondara,Southern Metropolitan,3210000
Hawthorn East,2,u,Jellis,2,1,1,150,1969,Boroondara,Southern Metropolitan,840000
Hawthorn East,2,u,Marshall,2,2,1,78,2011,Boroondara,Southern Metropolitan,705000
Hawthorn East,5,h,Jellis,4,2,2,1250,2000,Boroondara,Southern Metropolitan,3500000
Hawthorn East,3,h,Jellis,3,2,1,213,1890,Boroondara,Southern Metropolitan,1320000
Hawthorn East,3,h,Marshall,3,1,2,477,1880,Boroondara,Southern Metropolitan,1890000
Hawthorn East,4,h,Marshall,4,2,1,697,1905,Boroondara,Southern Metropolitan,2450000
Hawthorn East,3,t,Jellis,3,2,2,289,2010,Boroondara,Southern Metropolitan,1590000
Hawthorn East,4,h,Jellis,3,3,2,523,1955,Boroondara,Southern Metropolitan,2450000
Hawthorn East,2,u,hockingstuart,2,1,1,172,1960,Boroondara,Southern Metropolitan,706000
Hawthorn East,5,h,RT,5,3,3,757,1925,Boroondara,Southern Metropolitan,2500000
Hawthorn East,4,h,Marshall,4,2,2,556,1900,Boroondara,Southern Metropolitan,2350000
Hawthorn East,2,h,Marshall,2,1,2,326,1940,Boroondara,Southern Metropolitan,1385000
Hawthorn East,2,u,Marshall,2,1,1,1153,1970,Boroondara,Southern Metropolitan,655250
Hawthorn East,6,h,Noel,6,2,0,350,1900,Boroondara,Southern Metropolitan,1666000
Hawthorn East,1,u,Jellis,1,1,1,2276,1950,Boroondara,Southern Metropolitan,430000
Hawthorn East,3,h,Marshall,3,1,1,354,1900,Boroondara,Southern Metropolitan,1650000
Hawthorn East,1,u,O'Donoghues,1,1,0,917,1970,Boroondara,Southern Metropolitan,371000
Hawthorn East,3,h,Marshall,3,2,1,255,1890,Boroondara,Southern Metropolitan,1625000
Hawthorn East,2,u,Jellis,2,1,3,166,1970,Boroondara,Southern Metropolitan,701000
Hawthorn East,3,h,Fletchers,3,1,1,211,1990,Boroondara,Southern Metropolitan,975000
Heidelberg,2,u,Miles,2,1,1,132,1972,Banyule,Eastern Metropolitan,546500
Heidelberg,3,u,Fletchers,3,1,1,215,1985,Banyule,Eastern Metropolitan,620000
Heidelberg,3,h,Miles,3,1,1,858,1960,Banyule,Eastern Metropolitan,1220000
Heidelberg,3,t,hockingstuart,2,1,2,235,1990,Banyule,Eastern Metropolitan,550000
Heidelberg,2,t,Miles,2,1,1,182,1973,Banyule,Eastern Metropolitan,705000
Heidelberg,2,u,Miles,2,1,1,158,1970,Banyule,Eastern Metropolitan,420000
Heidelberg,2,h,Purplebricks,2,1,1,187,1980,Banyule,Eastern Metropolitan,490000
Heidelberg,3,h,Nelson,3,1,2,600,1950,Banyule,Eastern Metropolitan,1110000
Heidelberg,2,u,William,2,1,2,153,1972,Banyule,Eastern Metropolitan,540000
Heidelberg,3,h,Nelson,3,1,2,577,1955,Banyule,Eastern Metropolitan,750000
Heidelberg,4,h,Miles,4,4,2,642,1950,Banyule,Eastern Metropolitan,1115000
Heidelberg,5,h,Nelson,5,2,2,580,1940,Banyule,Eastern Metropolitan,1401000
Heidelberg,2,t,Miles,2,1,2,145,1970,Banyule,Eastern Metropolitan,600000
Heidelberg,3,h,Miles,3,1,1,662,1950,Banyule,Eastern Metropolitan,1195000
Heidelberg,3,h,Fletchers,3,2,2,285,2010,Banyule,Eastern Metropolitan,850000
Heidelberg,2,t,Miles,2,1,1,110,2010,Banyule,Eastern Metropolitan,690000
Heidelberg,3,h,Miles,3,1,1,639,1965,Banyule,Eastern Metropolitan,1375000
Heidelberg,3,h,Miles,3,1,1,827,1952,Banyule,Eastern Metropolitan,1400000
Heidelberg,2,u,Stockdale,2,1,2,247,1974,Banyule,Eastern Metropolitan,475000
Heidelberg,3,h,Miles,5,3,2,649,2017,Banyule,Eastern Metropolitan,1030000
Heidelberg,3,h,Barry,4,1,4,836,1905,Banyule,Eastern Metropolitan,1455000
Ivanhoe East,5,h,Miles,5,4,2,2064,1951,Banyule,Eastern Metropolitan,3850000
Ivanhoe East,3,h,Miles,3,1,1,624,1950,Banyule,Eastern Metropolitan,1605000
Ivanhoe East,2,u,Nelson,2,1,1,1473,1960,Banyule,Eastern Metropolitan,470000
Ivanhoe East,4,h,Miles,4,3,3,948,1960,Banyule,Eastern Metropolitan,1740000
Ivanhoe East,4,h,Fletchers,4,2,2,830,1950,Banyule,Eastern Metropolitan,1660000
Ivanhoe East,3,u,Miles,3,2,2,356,1998,Banyule,Eastern Metropolitan,1260000
Ivanhoe East,4,h,Miles,4,2,2,1004,1935,Banyule,Eastern Metropolitan,2200000
Ivanhoe East,3,h,Barry,3,1,1,1073,1947,Banyule,Eastern Metropolitan,1651000
Ivanhoe East,4,h,Nelson,4,3,2,583,1975,Banyule,Eastern Metropolitan,1875000
Ivanhoe East,5,h,hockingstuart,4,3,3,826,1955,Banyule,Eastern Metropolitan,1797000
Ivanhoe East,3,t,Nelson,3,2,1,180,2012,Banyule,Eastern Metropolitan,1050000
Jacana,3,h,YPA,3,1,0,610,1955,Hume,Northern Metropolitan,551000
Jacana,3,h,Barry,3,1,2,600,1950,Hume,Northern Metropolitan,350000
Jacana,3,h,Barry,3,1,2,650,1975,Hume,Northern Metropolitan,425000
Jacana,3,h,Woodards,3,1,2,647,1960,Hume,Northern Metropolitan,600000
Jacana,3,h,Eview,3,1,1,601,1960,Hume,Northern Metropolitan,460000
Jacana,3,h,Barry,3,1,3,624,1966,Hume,Northern Metropolitan,611000
Jacana,3,h,YPA,3,1,2,598,1965,Hume,Northern Metropolitan,495000
Jacana,2,h,YPA,2,1,2,729,1960,Hume,Northern Metropolitan,472500
Kingsbury,3,u,Darren,3,2,1,218,2004,Darebin,Northern Metropolitan,480000
Kingsbury,3,h,Barry,2,1,1,907,1960,Darebin,Northern Metropolitan,980000
Kingsbury,5,h,Ray,5,2,2,544,2000,Darebin,Northern Metropolitan,1000000
Kingsbury,4,h,Ray,4,1,1,465,1970,Darebin,Northern Metropolitan,610000
Kingsbury,2,u,Barry,2,1,1,128,1970,Darebin,Northern Metropolitan,380000
Kingsbury,3,h,Barry,3,2,1,468,1970,Darebin,Northern Metropolitan,607500
Kingsbury,2,h,ASL,2,1,1,770,1950,Darebin,Northern Metropolitan,705500
Kingsville,2,h,Sweeney,2,2,1,180,2011,Maribyrnong,Western Metropolitan,677200
Kingsville,3,h,Jas,2,2,2,269,1915,Maribyrnong,Western Metropolitan,1155000
Kingsville,3,h,Village,2,1,1,259,1940,Maribyrnong,Western Metropolitan,817000
Kingsville,3,h,Village,3,2,2,275,1920,Maribyrnong,Western Metropolitan,1035000
Kingsville,2,h,Jas,2,1,1,224,1915,Maribyrnong,Western Metropolitan,677500
Kingsville,3,h,Chambers,3,1,1,350,1950,Maribyrnong,Western Metropolitan,760000
Kingsville,2,h,Village,2,2,0,84,1900,Maribyrnong,Western Metropolitan,730000
Kingsville,2,u,hockingstuart,2,1,1,117,2008,Maribyrnong,Western Metropolitan,440000
Kingsville,2,h,Village,2,1,1,220,1890,Maribyrnong,Western Metropolitan,685000
Kingsville,3,h,Jas,3,2,0,272,1915,Maribyrnong,Western Metropolitan,1340000
Kingsville,4,h,Sweeney,4,2,1,276,1948,Maribyrnong,Western Metropolitan,925000
Kingsville,4,h,Jas,4,2,1,274,1910,Maribyrnong,Western Metropolitan,1275000
Kingsville,3,h,Village,3,1,1,275,1920,Maribyrnong,Western Metropolitan,925000
Kingsville,4,h,Jas,3,2,1,343,1920,Maribyrnong,Western Metropolitan,1336000
Murrumbeena,4,t,hockingstuart,4,3,2,286,1990,Glen Eira,Southern Metropolitan,1100000
Murrumbeena,4,h,hockingstuart,4,2,1,650,1935,Glen Eira,Southern Metropolitan,1500000
Murrumbeena,3,t,hockingstuart,3,2,2,302,2000,Glen Eira,Southern Metropolitan,1160000
Murrumbeena,3,t,hockingstuart,1,2,2,242,2005,Glen Eira,Southern Metropolitan,1100000
Murrumbeena,3,h,Woodards,2,1,1,274,1925,Glen Eira,Southern Metropolitan,820000
Murrumbeena,2,u,Buxton,2,1,1,161,1980,Glen Eira,Southern Metropolitan,740000
Murrumbeena,3,u,Woodards,3,2,1,277,1975,Glen Eira,Southern Metropolitan,975000
Murrumbeena,3,h,hockingstuart,3,1,2,595,1957,Glen Eira,Southern Metropolitan,1060000
Murrumbeena,2,u,Buxton,2,1,2,275,1975,Glen Eira,Southern Metropolitan,680000
Murrumbeena,3,h,Woodards,3,1,2,618,1960,Glen Eira,Southern Metropolitan,1430000
Murrumbeena,2,h,Barry,2,1,1,697,1970,Glen Eira,Southern Metropolitan,435000
Murrumbeena,3,h,Woodards,3,2,2,834,1954,Glen Eira,Southern Metropolitan,1370000
Murrumbeena,2,u,Fletchers,2,2,2,5289,2013,Glen Eira,Southern Metropolitan,605000
Murrumbeena,4,h,Ray,4,2,2,660,1920,Glen Eira,Southern Metropolitan,1610000
Murrumbeena,5,h,Buxton,5,2,2,683,1960,Glen Eira,Southern Metropolitan,1300000
Murrumbeena,3,u,Matthew,3,1,1,181,1975,Glen Eira,Southern Metropolitan,835000
Murrumbeena,2,t,hockingstuart,2,2,2,1318,2008,Glen Eira,Southern Metropolitan,720000
Murrumbeena,2,h,hockingstuart,2,2,1,293,2004,Glen Eira,Southern Metropolitan,861500
Murrumbeena,2,u,Beller,2,2,1,5289,2013,Glen Eira,Southern Metropolitan,500000
Murrumbeena,4,h,hockingstuart,4,2,2,557,1955,Glen Eira,Southern Metropolitan,1400000
Murrumbeena,2,u,Anderson,4,1,1,102,1960,Glen Eira,Southern Metropolitan,603000
Murrumbeena,3,h,hockingstuart,3,2,2,506,1950,Glen Eira,Southern Metropolitan,1100000
Murrumbeena,3,h,Gary,3,2,2,553,1960,Glen Eira,Southern Metropolitan,1090000
Murrumbeena,4,h,Ray,4,2,2,990,2003,Glen Eira,Southern Metropolitan,1800000
Murrumbeena,2,t,Buxton,2,1,1,186,1980,Glen Eira,Southern Metropolitan,745500
Murrumbeena,3,h,Thomson,3,1,1,345,1940,Glen Eira,Southern Metropolitan,1260000
Ormond,3,h,Noel,3,2,2,650,1950,Glen Eira,Southern Metropolitan,1401000
Ormond,4,h,Marshall,4,1,2,903,1985,Glen Eira,Southern Metropolitan,2250000
Ormond,4,h,Buxton,4,2,2,705,1922,Glen Eira,Southern Metropolitan,1715000
Ormond,4,h,Buxton,3,1,1,805,1925,Glen Eira,Southern Metropolitan,1920000
Ormond,3,h,hockingstuart,3,2,2,378,1924,Glen Eira,Southern Metropolitan,1256000
Ormond,4,h,Buxton,4,2,1,678,1920,Glen Eira,Southern Metropolitan,1918000
Ormond,3,u,hockingstuart,3,1,1,265,1990,Glen Eira,Southern Metropolitan,900000
Ormond,4,h,hockingstuart,4,2,2,702,1929,Glen Eira,Southern Metropolitan,1875000
Ormond,2,h,hockingstuart,3,1,1,690,1930,Glen Eira,Southern Metropolitan,1360000
Ormond,3,h,hockingstuart,3,2,2,667,1950,Glen Eira,Southern Metropolitan,1770000
Ormond,3,t,hockingstuart,3,2,2,326,2000,Glen Eira,Southern Metropolitan,1250000
Ormond,2,h,hockingstuart,2,1,1,210,1996,Glen Eira,Southern Metropolitan,810000
Ormond,3,h,hockingstuart,3,1,1,551,1940,Glen Eira,Southern Metropolitan,1322000
Ormond,4,h,Buxton,4,3,1,718,1939,Glen Eira,Southern Metropolitan,1845000
Ormond,3,h,Marshall,3,1,2,578,1935,Glen Eira,Southern Metropolitan,1535000
Ormond,4,h,hockingstuart,4,2,2,691,1935,Glen Eira,Southern Metropolitan,2005000
Ormond,3,u,Woodards,3,2,1,180,1997,Glen Eira,Southern Metropolitan,932000
Ormond,4,h,Ray,4,2,2,862,1970,Glen Eira,Southern Metropolitan,1500000
Ormond,4,h,Ray,4,2,2,666,1937,Glen Eira,Southern Metropolitan,1390000
Ormond,3,h,Buxton,3,1,1,397,1940,Glen Eira,Southern Metropolitan,940000
Ormond,4,h,hockingstuart,4,2,2,668,1980,Glen Eira,Southern Metropolitan,1850000
Ormond,3,u,Buxton,3,2,1,238,1998,Glen Eira,Southern Metropolitan,820000
Ormond,3,u,Buxton,3,2,1,382,1998,Glen Eira,Southern Metropolitan,940000
